ID;TITULO;FRASE;PARTE;LINK;AS;P1;A1;A2;A3
cAyPFi2nwtw;WENDY sendo XINGADA Por 2 Minutos e 25 Segundos;"""voce e uma puta""";Fim;https://www.youtube.com/watch?v=cAyPFi2nwtw;Negativo;Negativo;Negativo;Positivo;Negativo
cAyPFi2nwtw;WENDY sendo XINGADA Por 2 Minutos e 25 Segundos;"""ir se foder""";Fim;https://www.youtube.com/watch?v=cAyPFi2nwtw;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""um pe rapado""";Início;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Positivo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""quem e essa macaco""";Início;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""vou arrancar suas bola""";Início;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""seu biperd de merda""";Início;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Positivo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""macaco bobaõ""";Meio;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""niguem liga""";Meio;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""cuidem das saus proprias merdas""";Meio;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""eu te dou uma muqueta""";Meio;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""e maluco""";Fim;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""babão""";Fim;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""voce ta me agredindo""";Fim;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
l3Kgu_gHuYo;Morty e seu pai tentam eliminar um aplicativo | Rick & Morty | Adult Swim Brasil;"""vou te derruba agora""";Fim;https://www.youtube.com/watch?v=l3Kgu_gHuYo;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""e o cara mais egoista do planeta""";Início;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""duvido que alguem pense isso de voce""";Início;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Neutro;Neutro;Neutro;Neutro;Neutro
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""bichinho de pelucia""";Início;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Neutro;Neutro;Neutro;Neutro;Neutro
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""eu odeio essa regra""";Início;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seu velho gordo""";Início;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""ignorante""";Meio;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Positivo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""era uma prostituta""";Meio;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Positivo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seu moribundo""";Meio;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""vai queima no inferno""";Fim;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce ainda vai morrer""";Fim;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""esse medico e um idiota""";Fim;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voces esta sendo egoista""";Fim;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Negativo;Negativo
u79QDPhU8XA;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seu nojento de uma figa""";Fim;https://www.youtube.com/watch?v=u79QDPhU8XA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv;Negativo;Negativo;Negativo;Neutro;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""ta calor idiota""";Início;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=3;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""esse conto de fada imbecil""";Início;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=4;Negativo;Positivo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""tena nao ser ignorante""";Início;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=5;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""teimoso""";Início;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=6;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce ta errada""";Meio;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=8;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""passaros bobão""";Meio;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=9;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""babaquice""";Fim;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=12;Negativo;Negativo;Positivo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""essa sua cara estupida""";Fim;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=13;Negativo;Negativo;Negativo;Negativo;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""nao tomo seus remedios""";Fim;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=14;Negativo;Negativo;Negativo;Neutro;Negativo
xjpsz13gXlI;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""essa bosta de conta de luz""";Fim;https://www.youtube.com/watch?v=xjpsz13gXlI&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=16;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""ainda vou me vinga de voce""";Início;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=3;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce ta fedendo""";Início;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=4;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""ela e uma bosta de pesadelho""";Início;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=5;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""alguem vai pagar por isso""";Início;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=6;Negativo;Negativo;Neutro;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""ela não e tão chata quanto parece""";Início;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=7;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""que se dane isso""";Meio;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=8;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce que me forço a isso""";Meio;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=9;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""mama udisinho""";Meio;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=10;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seu filho da mãe""";Meio;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=11;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce e a mulher da diarreia""";Fim;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=13;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""voce e a maluca""";Fim;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=14;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""eu acho que ela e maluca""";Fim;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=15;Negativo;Negativo;Negativo;Negativo;Negativo
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""esses branquelos""";Fim;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=16;Negativo;Negativo;Negativo;Negativo;Neutro
776LrIBwQcg;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seus malditos garotos""";Fim;https://www.youtube.com/watch?v=776LrIBwQcg&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=18;Negativo;Negativo;Negativo;Negativo;Positivo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""cruza seu lombo""";Início;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=4;Negativo;Negativo;Negativo;Positivo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""a cone e tão feia""";Início;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=5;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""esses otarios""";Início;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=6;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""os trailers do caipira""";Início;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=7;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""que mulherzinha""";Início;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=8;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""uma baranga feito voce""";Meio;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=9;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""eu cozinho voce""";Meio;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=10;Negativo;Negativo;Negativo;Negativo;Positivo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""velho piranta""";Meio;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=11;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""bigodudo""";Meio;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=13;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""essa sua babaquice""";Fim;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=14;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""vagabundo""";Fim;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=15;Negativo;Negativo;Negativo;Negativo;Positivo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""a se eu te pego""";Fim;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=16;Negativo;Negativo;Negativo;Negativo;Negativo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""esse olhar de peixe mordo""";Fim;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=17;Negativo;Negativo;Negativo;Negativo;Positivo
kqYwYrmSWLY;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""imunda""";Fim;https://www.youtube.com/watch?v=kqYwYrmSWLY&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=18;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""e idiota""";Início;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=7;Negativo;Negativo;Neutro;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""otarios""";Início;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=8;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seu explorador pastel""";Início;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=9;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seus idiotas""";Início;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=10;Negativo;Neutro;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""imundos""";Meio;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=11;Negativo;Neutro;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""essa droga""";Meio;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=12;Negativo;Negativo;Negativo;Negativo;Neutro
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""aquele idiota na estaca""";Meio;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=13;Negativo;Negativo;Neutro;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""desgraçado""";Meio;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=14;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""essas pessoas sao monstros""";Meio;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=15;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""louca""";Fim;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=17;Negativo;Negativo;Negativo;Negativo;Negativo
kj8EdU4YvIs;BRICKLEBERRY COMPLETO EM PORTUGUÊS;"""seus doentes""";Fim;https://www.youtube.com/watch?v=kj8EdU4YvIs&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=18;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""arrebento tua cabeça""";Início;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=7;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""muleque safado""";Início;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=9;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""seu estuprador""";Início;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=10;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""voce e estupido""";Início;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=11;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""seu pervetido""";Meio;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=12;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""dois crakudinhos""";Meio;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=13;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""ze ruela""";Meio;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=14;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""chupa essa manga""";Meio;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=15;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""balofa""";Meio;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=16;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""minha bolota""";Fim;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=17;Negativo;Negativo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""muita boiolagem""";Fim;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=18;Negativo;Positivo;Negativo;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""eu espero que o matem""";Fim;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=19;Negativo;Negativo;Neutro;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""essa motoclistas loucos""";Fim;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=20;Negativo;Negativo;Neutro;Negativo;Negativo
Aua2n4zX8FA;Brickleberry dublado - Policiais e motocas;"""vamos acaba com eles""";Fim;https://www.youtube.com/watch?v=Aua2n4zX8FA&list=PLp0X2e-uvoerZOkAFyUjuY1BlGUNZ-dTv&index=21;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #2;"""nao se meta na minha vida""";Início;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #3;"""e ta todo mundo louco""";Início;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Positivo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #4;"""venho no lugar errado""";Início;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #5;"""tu ta com a maior catinga""";Início;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Neutro
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #6;"""playboi""";Meio;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Positivo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #7;"""voce e horrivel""";Meio;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #8;"""isso e loucura""";Meio;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Neutro;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #9;"""voce e despresivel""";Meio;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #11;"""eu odeio voces""";Fim;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #12;"""isso foi horrivel""";Fim;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #13;"""para com isso""";Fim;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
FHwZXAvz5GA;FAMILY GUY SUPER COMPILAÇÃO #14;"""voce e sozinha""";Fim;https://www.youtube.com/watch?v=FHwZXAvz5GA;Negativo;Negativo;Negativo;Negativo;Negativo
